index,instance,width_bound,heuristic,random_seed,tw,msss,score,log_likelihood,reasoning_time
892,barley-5000,15,kg,4,4,15120.0,-298511.189,-53.359435039628934,0.08772478580474853
893,alarm-5000,15,kg,4,7,13824.0,-53927.906,-10.427673133549115,0.032041707038879395
894,water-5000,15,kg,3,3,144.0,-65865.813,-12.946334060072498,0.015646748542785645
895,sachs-5000,15,kg,3,6,2187.0,-36511.41,-7.162536099798797,0.010833897590637208
896,survey-5000,15,kg,3,2,8.0,-19710.916,-3.931762627574588,0.008209176063537597
897,pathfinder-5000,15,kg,3,8,2177280.0,-152058.694,-27.084832808341226,11.450621514320371
898,pigs-5000,15,kg,3,9,59049.0,-1853856.19,-365.24538854814887,1.1176641273498535
899,munin1-5000,15,kg,3,6,55296.0,-245930.329,-44.35046034230446,0.3147068810462952
900,insurance-5000,15,kg,3,9,103680.0,-68054.76,-13.171612752701334,0.05193289995193481
901,mildew-5000,15,kg,3,6,13077504.0,-262639.469,-48.74772611386154,4.81188636302948
902,hepar2-5000,15,kg,3,4,72.0,-164565.055,-32.67450279137796,0.03019186735153198
903,link-5000,15,kg,3,6,16384.0,-1645783.451,-320.49721740386747,0.6158477592468262
904,hailfinder-5000,15,kg,3,5,3960.0,-252697.664,-49.463010807728374,0.054683356285095214
905,child-5000,15,kg,3,7,3888.0,-62059.503,-12.226682146119426,0.011653814315795898
906,barley-5000,15,kg,3,6,1399680.0,-298439.014,-52.874852435406495,0.3407099151611328
907,alarm-5000,15,kg,3,7,13824.0,-53829.989,-10.414759601569497,0.02638746500015259
908,sachs-5000,15,kg,2,4,243.0,-36511.41,-7.162536099798797,0.01167912244796753
909,water-5000,15,kg,2,4,432.0,-65865.813,-12.946334060412806,0.01564847707748413
910,survey-5000,15,kg,2,3,24.0,-19710.916,-3.931762627574588,0.007492082118988037
911,pathfinder-5000,15,kg,2,8,725760.0,-151811.045,-27.372832234389264,2.4411453342437746
912,munin1-5000,15,kg,2,7,907200.0,-246194.146,-43.94314777871612,3.4162101578712463
913,pigs-5000,15,kg,2,10,177147.0,-1865310.088,-367.70115779767207,2.286213037967682
914,hailfinder-5000,15,kg,2,4,324.0,-252731.605,-49.46390088453392,0.02243905305862427
915,mildew-5000,15,kg,2,4,71680.0,-262639.469,-48.74772611386154,0.0823548674583435
916,hepar2-5000,15,kg,2,6,576.0,-164562.333,-32.677802771760895,0.027766094207763672
917,insurance-5000,15,kg,2,6,4800.0,-68054.76,-13.171612752701334,0.018349905014038086
918,water-5000,15,kg,1,3,192.0,-65865.813,-12.94633297885034,0.01284268856048584
919,hepar2-5000,15,kg,1,7,1728.0,-164525.913,-32.67071619700686,0.02556375980377197
920,survey-5000,15,kg,1,3,24.0,-19710.916,-3.931762627574588,0.007224276065826416
921,child-5000,15,kg,2,8,16200.0,-62059.503,-12.22668017503302,0.0144320011138916
922,pigs-5000,15,kg,1,11,531441.0,-1862703.685,-366.76188237710875,7.440567233562469
923,munin-5000,15,kg,1,3,1080.0,-1070558.904,-197.0139500044542,1.0329569792747495
924,barley-5000,15,kg,1,4,13608.0,-298327.239,-53.30318799078907,0.06484892845153808
925,link-5000,15,kg,1,7,65536.0,-1644118.532,-320.0921875211762,0.7818525099754333
926,alarm-5000,15,kg,1,6,2592.0,-53921.944,-10.426833364985535,0.028391456604003905
927,diabetes-5000,15,kg,2,3,4080.0,-2281056.982,-407.79944545407216,0.4232574152946472
928,munin1-5000,15,kg,1,9,4200000.0,-246201.406,-43.937133108754416,8.85720739364624
929,insurance-5000,15,kg,1,7,14400.0,-68054.76,-13.171612752701334,0.019611175060272216
930,sachs-5000,15,kg,1,7,6561.0,-36511.41,-7.1625360002157334,0.008440756797790527
931,alarm-5000,15,kg,2,6,1152.0,-53948.325,-10.397497903272733,0.015299327373504638
932,mildew-5000,15,kg,1,4,184320.0,-262638.071,-48.76825478114104,0.1429447603225708
933,child-5000,15,kg,1,8,11664.0,-62059.503,-12.22668017503302,0.012673654556274417
934,pathfinder-5000,15,kg,1,6,45360.0,-152021.688,-27.085061492113553,0.2966231942176819
935,hailfinder-5000,15,kg,1,4,4356.0,-252701.069,-49.449877374479115,0.03215546131134033
936,barley-5000,15,kg,2,5,155520.0,-298039.44,-53.4693355337856,0.16167523860931396
