index,instance,width_bound,heuristic,random_seed,start_heur_widthmode,slim_applied,slim_autobudget_offset,slim_sat_timeout,slim_bag_traversal,tw,msss,score,log_likelihood,reasoning_time
5319,survey-5000,50000,kg,1,tw,True,3.0,5.0,max,1,6,-19710.916,-3.931762627574588,0.008815395832061767
5320,survey-5000,50000,kg,1,tw,True,3.0,2.0,max-rand,1,6,-19710.916,-3.931762627574588,0.008619072437286377
5321,survey-5000,50000,kg,1,tw,True,3.0,10.0,max,1,6,-19710.916,-3.931762627574588,0.00859403133392334
5322,survey-5000,500000,kg,1,tw,True,7.0,5.0,max,1,6,-19710.916,-3.931762627574588,0.007514448165893555
5323,survey-5000,500000,kg,1,tw,True,7.0,2.0,max,1,6,-19710.916,-3.931762627574588,0.008144567012786865
5324,survey-5000,50000,kg,1,tw,True,3.0,10.0,max-rand,1,6,-19710.916,-3.931762627574588,0.007541878223419189
5325,survey-5000,500000,kg,1,tw,True,7.0,10.0,max,1,6,-19710.916,-3.931762627574588,0.007669193744659424
5326,survey-5000,500000,kg,1,tw,True,3.0,5.0,max-rand,1,6,-19710.916,-3.931762627574588,0.009718060493469238
5327,survey-5000,500000,kg,1,tw,True,3.0,2.0,max,1,6,-19710.916,-3.931762627574588,0.007603049278259277
5328,survey-5000,500000,kg,1,tw,True,3.0,5.0,max,1,6,-19710.916,-3.931762627574588,0.007068378925323486
5329,survey-5000,500000,kg,1,tw,True,3.0,2.0,max-rand,1,6,-19710.916,-3.931762627574588,0.008681395053863526
5330,survey-5000,500000,kg,1,tw,True,3.0,10.0,max-rand,1,6,-19710.916,-3.931762627574588,0.007481837272644043
5331,survey-5000,500000,kg,1,tw,True,3.0,10.0,max,1,6,-19710.916,-3.931762627574588,0.008277127742767334
5332,sachs-5000,50,kg,1,tw,True,7.0,5.0,max,2,27,-36876.806,-7.279413574655592,0.009341189861297608
5333,sachs-5000,50,kg,1,tw,True,7.0,5.0,max-rand,2,27,-36876.806,-7.279413574655592,0.009302639961242675
5334,sachs-5000,50,kg,1,tw,True,7.0,2.0,max,2,27,-36876.806,-7.279413574655592,0.010944209098815915
5335,sachs-5000,50,kg,1,tw,True,7.0,2.0,max-rand,2,27,-36876.806,-7.279413574655592,0.007570955753326416
5336,sachs-5000,50,kg,1,tw,True,7.0,10.0,max,2,27,-36876.806,-7.279413574655592,0.012745091915130615
5337,sachs-5000,50,kg,1,tw,True,3.0,2.0,max,2,27,-36539.802,-7.199691944871463,0.008866620063781739
5338,sachs-5000,50,kg,1,tw,True,7.0,10.0,max-rand,2,27,-36876.806,-7.279413574655592,0.009512584209442138
5339,sachs-5000,50,kg,1,tw,True,3.0,5.0,max,2,27,-36539.802,-7.199691944871463,0.011043782234191895
5340,sachs-5000,50,kg,1,tw,True,3.0,5.0,max-rand,2,27,-36539.802,-7.199691944871463,0.009681010246276857
5341,sachs-5000,50,kg,1,tw,True,3.0,2.0,max-rand,2,27,-36539.802,-7.199691944871463,0.009902269840240478
5342,sachs-5000,50,kg,1,tw,True,3.0,10.0,max,2,27,-36539.802,-7.199691944871463,0.01046994686126709
5343,sachs-5000,500,kg,1,tw,True,7.0,5.0,max,3,81,-36511.41,-7.1625360002157334,0.009761719703674315
5344,sachs-5000,50,kg,1,tw,True,3.0,10.0,max-rand,2,27,-36539.802,-7.199691944871463,0.008984029293060303
5345,sachs-5000,500,kg,1,tw,True,7.0,2.0,max-rand,3,81,-36511.41,-7.1625360002157334,0.008988499641418457
5346,sachs-5000,500,kg,1,tw,True,7.0,2.0,max,3,81,-36511.41,-7.1625360002157334,0.009731709957122804
5347,sachs-5000,500,kg,1,tw,True,7.0,5.0,max-rand,3,81,-36511.41,-7.1625360002157334,0.009853780269622804
5348,sachs-5000,500,kg,1,tw,True,7.0,10.0,max-rand,3,81,-36511.41,-7.1625360002157334,0.00934406042098999
5349,sachs-5000,500,kg,1,tw,True,3.0,5.0,max,3,81,-36511.41,-7.1625360002157334,0.00991276741027832
5350,sachs-5000,500,kg,1,tw,True,7.0,10.0,max,3,81,-36511.41,-7.1625360002157334,0.008210687637329102
5351,sachs-5000,500,kg,1,tw,True,3.0,5.0,max-rand,3,81,-36511.41,-7.1625360002157334,0.01037362813949585
5352,sachs-5000,500,kg,1,tw,True,3.0,2.0,max,3,81,-36511.41,-7.1625360002157334,0.010113449096679689
5353,sachs-5000,5000,kg,1,tw,True,7.0,5.0,max,3,81,-36511.41,-7.1625360002157334,0.009495222568511964
5354,sachs-5000,500,kg,1,tw,True,3.0,10.0,max-rand,3,81,-36511.41,-7.1625360002157334,0.008844196796417236
5355,sachs-5000,500,kg,1,tw,True,3.0,10.0,max,3,81,-36511.41,-7.1625360002157334,0.008589942455291748
5356,sachs-5000,500,kg,1,tw,True,3.0,2.0,max-rand,3,81,-36511.41,-7.1625360002157334,0.010544288158416747
5357,sachs-5000,5000,kg,1,tw,True,7.0,5.0,max-rand,3,81,-36511.41,-7.1625360002157334,0.010646355152130128
5358,sachs-5000,5000,kg,1,tw,True,7.0,2.0,max,3,81,-36511.41,-7.1625360002157334,0.009399209022521973
5359,sachs-5000,5000,kg,1,tw,True,7.0,2.0,max-rand,3,81,-36511.41,-7.1625360002157334,0.009303336143493652
5360,sachs-5000,5000,kg,1,tw,True,7.0,10.0,max,3,81,-36511.41,-7.1625360002157334,0.009014291763305664
5361,sachs-5000,5000,kg,1,tw,True,3.0,5.0,max,3,81,-36511.41,-7.1625360002157334,0.014378447532653807
5362,sachs-5000,5000,kg,1,tw,True,3.0,5.0,max-rand,3,81,-36511.41,-7.1625360002157334,0.009528985023498537
5363,sachs-5000,5000,kg,1,tw,True,7.0,10.0,max-rand,3,81,-36511.41,-7.1625360002157334,0.01194049596786499
5364,sachs-5000,5000,kg,1,tw,True,3.0,2.0,max,3,81,-36511.41,-7.1625360002157334,0.01093153715133667
5365,sachs-5000,5000,kg,1,tw,True,3.0,2.0,max-rand,3,81,-36511.41,-7.1625360002157334,0.009404079914093018
5366,sachs-5000,5000,kg,1,tw,True,3.0,10.0,max,3,81,-36511.41,-7.1625360002157334,0.009560394287109374
5367,sachs-5000,5000,kg,1,tw,True,3.0,10.0,max-rand,3,81,-36511.41,-7.1625360002157334,0.009495692253112791
5368,sachs-5000,50000,kg,1,tw,True,7.0,5.0,max,3,81,-36511.41,-7.1625360002157334,0.019634218215942384
5369,sachs-5000,50000,kg,1,tw,True,7.0,2.0,max-rand,3,81,-36511.41,-7.1625360002157334,0.00965548038482666
5370,sachs-5000,50000,kg,1,tw,True,7.0,2.0,max,3,81,-36511.41,-7.1625360002157334,0.009371621608734133
5371,sachs-5000,50000,kg,1,tw,True,7.0,5.0,max-rand,3,81,-36511.41,-7.1625360002157334,0.01035951852798462
5372,sachs-5000,50000,kg,1,tw,True,3.0,5.0,max,3,81,-36511.41,-7.1625360002157334,0.009928739070892334
5373,sachs-5000,50000,kg,1,tw,True,7.0,10.0,max-rand,3,81,-36511.41,-7.1625360002157334,0.010688936710357666
5374,sachs-5000,50000,kg,1,tw,True,7.0,10.0,max,3,81,-36511.41,-7.1625360002157334,0.00957388401031494
5375,sachs-5000,50000,kg,1,tw,True,3.0,5.0,max-rand,3,81,-36511.41,-7.1625360002157334,0.010828795433044434
5376,sachs-5000,50000,kg,1,tw,True,3.0,10.0,max,3,81,-36511.41,-7.1625360002157334,0.009728975296020508
5377,sachs-5000,50000,kg,1,tw,True,3.0,10.0,max-rand,3,81,-36511.41,-7.1625360002157334,0.009782531261444093
5378,sachs-5000,50000,kg,1,tw,True,3.0,2.0,max,3,81,-36511.41,-7.1625360002157334,0.009035353660583495
5379,sachs-5000,50000,kg,1,tw,True,3.0,2.0,max-rand,3,81,-36511.41,-7.1625360002157334,0.01026346445083618
5380,sachs-5000,500000,kg,1,tw,True,7.0,5.0,max-rand,3,81,-36511.41,-7.1625360002157334,0.010484120845794675
5381,sachs-5000,500000,kg,1,tw,True,7.0,5.0,max,3,81,-36511.41,-7.1625360002157334,0.011362988948822022
5382,sachs-5000,500000,kg,1,tw,True,7.0,2.0,max-rand,3,81,-36511.41,-7.1625360002157334,0.010613787174224853
5383,sachs-5000,500000,kg,1,tw,True,7.0,2.0,max,3,81,-36511.41,-7.1625360002157334,0.009085886478424073
5384,sachs-5000,500000,kg,1,tw,True,7.0,10.0,max-rand,3,81,-36511.41,-7.1625360002157334,0.02227285385131836
5385,sachs-5000,500000,kg,1,tw,True,3.0,5.0,max,3,81,-36511.41,-7.1625360002157334,0.018553998470306397
5386,sachs-5000,500000,kg,1,tw,True,7.0,10.0,max,3,81,-36511.41,-7.1625360002157334,0.009914820194244384
5387,sachs-5000,500000,kg,1,tw,True,3.0,5.0,max-rand,3,81,-36511.41,-7.1625360002157334,0.010270676612854005
5388,sachs-5000,500000,kg,1,tw,True,3.0,2.0,max,3,81,-36511.41,-7.1625360002157334,0.009219391345977783
5389,sachs-5000,500000,kg,1,tw,True,3.0,2.0,max-rand,3,81,-36511.41,-7.1625360002157334,0.009236979484558105
5390,sachs-5000,500000,kg,1,tw,True,3.0,10.0,max,3,81,-36511.41,-7.1625360002157334,0.010382301807403564
5391,pigs-5000,50,kg,1,tw,True,7.0,5.0,max,2,27,-1796925.287,-355.61057772086264,0.19253276348114012
5392,sachs-5000,500000,kg,1,tw,True,3.0,10.0,max-rand,3,81,-36511.41,-7.1625360002157334,0.011202950477600098
5393,pigs-5000,50,kg,1,tw,True,7.0,2.0,max-rand,2,27,-1796152.534,-355.2992381912171,0.28752780199050904
5394,pigs-5000,50,kg,1,tw,True,7.0,5.0,max-rand,2,27,-1796332.625,-355.4499532946385,0.2730289697647095
5395,pigs-5000,50,kg,1,tw,True,7.0,2.0,max,2,27,-1791418.481,-354.4302218656971,0.2566779112815857
5396,pigs-5000,50,kg,1,tw,True,7.0,10.0,max,2,27,-1797204.641,-355.61111948641997,0.24369648218154907
5397,pigs-5000,50,kg,1,tw,True,7.0,10.0,max-rand,2,27,-1795668.759,-355.2947761931625,0.20513113975524905
5398,pigs-5000,50,kg,1,tw,True,3.0,5.0,max-rand,2,27,-1799082.44,-355.99299989656936,0.24990145921707152
5399,pigs-5000,50,kg,1,tw,True,3.0,5.0,max,2,27,-1796590.752,-355.59917807252253,0.2380863070487976
5400,pigs-5000,50,kg,1,tw,True,3.0,2.0,max,2,27,-1786297.564,-353.3925947416265,0.262112512588501
5401,pigs-5000,50,kg,1,tw,True,3.0,2.0,max-rand,2,27,-1805483.707,-357.36195284177,0.22938547849655153
5402,pigs-5000,50,kg,1,tw,True,3.0,10.0,max-rand,2,27,-1803639.062,-356.98273470073536,0.22734227180480956
5403,pigs-5000,50,kg,1,tw,True,3.0,10.0,max,2,27,-1806093.346,-357.5106570271584,0.22036775827407837
5404,pigs-5000,500,kg,1,tw,True,7.0,5.0,max,4,243,-1825470.858,-360.6771754103092,0.2521309733390808
5405,pigs-5000,500,kg,1,tw,True,7.0,5.0,max-rand,4,243,-1798695.483,-355.4747856322903,0.24597347736358643
5406,pigs-5000,500,kg,1,tw,True,7.0,2.0,max-rand,4,243,-1814924.424,-358.6864234281628,0.23184877634048465
5407,pigs-5000,500,kg,1,tw,True,7.0,2.0,max,4,243,-1818005.684,-359.2135905584087,0.26522104024887083
5408,pigs-5000,500,kg,1,tw,True,7.0,10.0,max,4,243,-1842210.786,-364.03361941068056,0.2917539167404175
5409,pigs-5000,500,kg,1,tw,True,3.0,5.0,max,4,243,-1876956.53,-370.74009884306093,0.2634043502807617
5410,pigs-5000,500,kg,1,tw,True,7.0,10.0,max-rand,4,243,-1804080.844,-356.4846864349431,0.2468137764930725
5411,pigs-5000,500,kg,1,tw,True,3.0,2.0,max,4,243,-1866896.609,-368.91423251320504,0.22223086833953856
5412,pigs-5000,500,kg,1,tw,True,3.0,5.0,max-rand,4,243,-1818331.275,-359.32121634535343,0.16035889625549316
5413,pigs-5000,500,kg,1,tw,True,3.0,10.0,max,4,243,-1865682.424,-368.69025191192,0.2715010190010071
5414,pigs-5000,500,kg,1,tw,True,3.0,2.0,max-rand,4,243,-1823217.138,-360.3118777157786,0.15228873014450073
5415,pigs-5000,5000,kg,1,tw,True,7.0,5.0,max,5,729,-1871084.356,-369.5646491706519,0.24507977724075317
5416,pigs-5000,500,kg,1,tw,True,3.0,10.0,max-rand,4,243,-1821905.666,-360.2882320447912,0.2685020875930786
5417,pigs-5000,5000,kg,1,tw,True,7.0,5.0,max-rand,6,2187,-1812093.828,-358.0273002855361,0.3050738930702209
5418,pigs-5000,5000,kg,1,tw,True,7.0,2.0,max,6,2187,-1846523.498,-364.8064915630239,0.31089800119400024
5419,pigs-5000,5000,kg,1,tw,True,7.0,2.0,max-rand,6,2187,-1829559.151,-361.5791758140351,0.2595952010154724
5420,pigs-5000,5000,kg,1,tw,True,7.0,10.0,max-rand,6,2187,-1812597.562,-358.2517059398319,0.16921333074569703
5421,pigs-5000,5000,kg,1,tw,True,7.0,10.0,max,6,2187,-1826949.114,-361.0312579312444,0.3095137810707092
5422,pigs-5000,5000,kg,1,tw,True,3.0,5.0,max,5,729,-1871392.576,-369.6280357514513,0.2651203989982605
5423,pigs-5000,5000,kg,1,tw,True,3.0,5.0,max-rand,6,2187,-1812093.828,-358.0273002855361,0.23154274702072145
5424,pigs-5000,5000,kg,1,tw,True,3.0,2.0,max,6,2187,-1846523.498,-364.8064915630239,0.2648344016075134
5425,pigs-5000,5000,kg,1,tw,True,3.0,2.0,max-rand,5,729,-1827608.52,-361.0656337641642,0.28433048725128174
5426,pigs-5000,5000,kg,1,tw,True,3.0,10.0,max,6,2187,-1828508.207,-361.33968300772665,0.3014091062545776
5427,pigs-5000,50000,kg,1,tw,True,7.0,5.0,max,8,19683,-1885304.518,-372.2101366146421,0.8816663455963135
5428,pigs-5000,5000,kg,1,tw,True,3.0,10.0,max-rand,6,2187,-1818911.921,-359.54239903278585,0.2899762439727783
5429,pigs-5000,50000,kg,1,tw,True,7.0,2.0,max-rand,5,729,-1885660.784,-372.3095422132437,0.33177900314331055
5430,pigs-5000,50000,kg,1,tw,True,7.0,2.0,max,4,243,-1887164.482,-372.4660144000579,0.26440197706222535
5431,pigs-5000,50000,kg,1,tw,True,7.0,5.0,max-rand,7,6561,-1885164.329,-372.1480452870476,0.4050682520866394
5432,pigs-5000,50000,kg,1,tw,True,7.0,10.0,max,7,6561,-1887793.695,-372.6487799919763,0.3474337863922119
5433,pigs-5000,50000,kg,1,tw,True,7.0,10.0,max-rand,7,6561,-1885164.329,-372.1480452870476,0.3818521595001221
5434,pigs-5000,50000,kg,1,tw,True,3.0,5.0,max,6,2187,-1875474.005,-370.387404682329,0.26743378162384035
5435,pigs-5000,50000,kg,1,tw,True,3.0,5.0,max-rand,7,6561,-1840881.893,-363.7889211042904,0.287748601436615
5436,pigs-5000,50000,kg,1,tw,True,3.0,2.0,max,7,6561,-1830830.061,-361.7530890171002,0.28940305471420286
5437,pigs-5000,50000,kg,1,tw,True,3.0,2.0,max-rand,7,6561,-1837459.401,-363.0784305814902,0.30974755764007567
5438,pigs-5000,50000,kg,1,tw,True,3.0,10.0,max,6,2187,-1856214.86,-366.77797598793154,0.2689349675178528
5439,pigs-5000,50000,kg,1,tw,True,3.0,10.0,max-rand,8,19683,-1835827.166,-362.78438381285,0.3458415102958679
5440,pigs-5000,500000,kg,1,tw,True,7.0,5.0,max-rand,4,243,-1890244.593,-373.17568300264816,0.2674398446083069
5441,pigs-5000,500000,kg,1,tw,True,7.0,5.0,max,4,243,-1890653.727,-373.1855588179944,0.18651444911956788
5442,pigs-5000,500000,kg,1,tw,True,7.0,10.0,max,6,2187,-1890239.215,-373.1131558785151,0.2808218884468079
5443,pigs-5000,500000,kg,1,tw,True,7.0,2.0,max,6,2187,-1889186.518,-372.9521008973805,0.2782320547103882
5444,pigs-5000,500000,kg,1,tw,True,7.0,2.0,max-rand,4,243,-1890244.593,-373.17568300264816,0.28499393701553344
5445,pigs-5000,500000,kg,1,tw,True,7.0,10.0,max-rand,4,243,-1890244.593,-373.17568300264816,0.26250247001647947
5446,pigs-5000,500000,kg,1,tw,True,3.0,5.0,max,7,6561,-1871508.982,-369.7115611947403,0.24444911479949952
5447,pigs-5000,500000,kg,1,tw,True,3.0,5.0,max-rand,10,177147,-1827453.74,-361.31151510445335,0.6884423351287842
5448,pigs-5000,500000,kg,1,tw,True,3.0,2.0,max-rand,7,6561,-1828057.572,-361.37247797925096,0.3843004202842713
5449,pigs-5000,500000,kg,1,tw,True,3.0,10.0,max,8,19683,-1869652.486,-369.3910802950408,0.36379323244094847
5450,pigs-5000,500000,kg,1,tw,True,3.0,2.0,max,8,19683,-1877548.668,-370.95863930345297,0.450772716999054
5451,pathfinder-5000,50,kg,1,tw,True,7.0,5.0,max,3,2016,-154350.743,-27.597868193553072,0.06050150632858276
5452,pathfinder-5000,50,kg,1,tw,True,7.0,2.0,max,3,2016,-154350.743,-27.597868193553072,0.07586964130401612
5453,pigs-5000,500000,kg,1,tw,True,3.0,10.0,max-rand,9,59049,-1834716.138,-362.56675425766787,0.5768451356887817
5454,pathfinder-5000,50,kg,1,tw,True,7.0,5.0,max-rand,3,2016,-154350.743,-27.597868193553072,0.058794033527374265
5455,pathfinder-5000,50,kg,1,tw,True,7.0,2.0,max-rand,3,2016,-154350.743,-27.597868193553072,0.05771134614944458
5456,pathfinder-5000,50,kg,1,tw,True,7.0,10.0,max,3,2016,-154350.743,-27.597868193553072,0.06476206302642823
5457,pathfinder-5000,50,kg,1,tw,True,7.0,10.0,max-rand,3,2016,-154350.743,-27.597868193553072,0.03984315395355224
5458,pathfinder-5000,50,kg,1,tw,True,3.0,5.0,max-rand,3,2016,-154768.907,-27.8379176080295,0.0699463415145874
5459,pathfinder-5000,50,kg,1,tw,True,3.0,2.0,max,3,2016,-154768.907,-27.8379176080295,0.059292759895324704
5460,pathfinder-5000,50,kg,1,tw,True,3.0,5.0,max,3,2016,-154768.907,-27.8379176080295,0.0740837287902832
5461,pathfinder-5000,50,kg,1,tw,True,3.0,10.0,max,3,2016,-154768.907,-27.8379176080295,0.06805882930755615
5462,pathfinder-5000,50,kg,1,tw,True,3.0,2.0,max-rand,3,2016,-154768.907,-27.8379176080295,0.06372716665267944
5463,pathfinder-5000,500,kg,1,tw,True,7.0,5.0,max,4,378,-159371.918,-28.941146559124434,0.05729083061218262
5464,pathfinder-5000,50,kg,1,tw,True,3.0,10.0,max-rand,3,2016,-154768.907,-27.8379176080295,0.0733919620513916
5465,pathfinder-5000,500,kg,1,tw,True,7.0,5.0,max-rand,5,480,-159713.845,-28.982513975430837,0.047771837711334225
5466,pathfinder-5000,500,kg,1,tw,True,7.0,2.0,max,4,378,-161975.236,-29.832163706525684,0.04517567157745361
5467,pathfinder-5000,500,kg,1,tw,True,7.0,2.0,max-rand,5,480,-162179.892,-29.90621967667923,0.04646049499511719
5468,pathfinder-5000,500,kg,1,tw,True,7.0,10.0,max,5,480,-159064.351,-28.871833836057533,0.0506331467628479
5469,pathfinder-5000,500,kg,1,tw,True,7.0,10.0,max-rand,4,315,-159733.106,-28.98697570350472,0.04988094806671142
5470,pathfinder-5000,500,kg,1,tw,True,3.0,2.0,max-rand,5,400,-158224.547,-28.833096206356604,0.050806517601013186
5471,pathfinder-5000,500,kg,1,tw,True,3.0,5.0,max,4,400,-160576.572,-29.710578672214258,0.05548260927200317
5472,pathfinder-5000,500,kg,1,tw,True,3.0,2.0,max,4,378,-157654.267,-28.644416095654016,0.05033021211624145
5473,pathfinder-5000,500,kg,1,tw,True,3.0,5.0,max-rand,4,480,-158676.447,-29.08997681892485,0.05728672742843628
5474,pathfinder-5000,500,kg,1,tw,True,3.0,10.0,max,4,480,-157969.862,-28.926543895308527,0.051442289352416994
5475,pathfinder-5000,500,kg,1,tw,True,3.0,10.0,max-rand,4,400,-162589.272,-29.915124303346943,0.03806271314620971
5476,pathfinder-5000,5000,kg,1,tw,True,7.0,5.0,max,3,2835,-154161.271,-27.616514579624234,0.05047675132751465
5477,pathfinder-5000,5000,kg,1,tw,True,7.0,2.0,max,3,2835,-154161.271,-27.616514579624234,0.06636395931243896
5478,pathfinder-5000,5000,kg,1,tw,True,7.0,5.0,max-rand,4,4536,-153169.302,-27.50990450731794,0.07542545318603516
5479,pathfinder-5000,5000,kg,1,tw,True,7.0,2.0,max-rand,5,4536,-152910.408,-27.29218702033815,0.12016587972640992
5480,pathfinder-5000,5000,kg,1,tw,True,7.0,10.0,max,3,2016,-154122.53,-27.500459241262956,0.06275949239730835
5481,pathfinder-5000,5000,kg,1,tw,True,7.0,10.0,max-rand,4,4536,-151370.609,-27.21635780845309,0.09992294788360596
5482,pathfinder-5000,5000,kg,1,tw,True,3.0,5.0,max-rand,4,4536,-153169.302,-27.50990450731794,0.10648061037063598
5483,pathfinder-5000,5000,kg,1,tw,True,3.0,5.0,max,3,2016,-154122.53,-27.500459241262956,0.07723345279693604
5484,pathfinder-5000,5000,kg,1,tw,True,3.0,10.0,max-rand,4,3780,-153014.788,-27.30342350637961,0.07449723482131958
5485,pathfinder-5000,5000,kg,1,tw,True,3.0,10.0,max,3,2016,-154122.53,-27.500459241262956,0.06632748126983642
5486,pathfinder-5000,5000,kg,1,tw,True,3.0,2.0,max-rand,3,2016,-154407.049,-27.59531644187566,0.0448891019821167
5487,pathfinder-5000,5000,kg,1,tw,True,3.0,2.0,max,3,2835,-154161.271,-27.616514579624234,0.04223092794418335
5488,pathfinder-5000,50000,kg,1,tw,True,7.0,5.0,max,3,2016,-154498.101,-27.53906166614105,0.06290416717529297
5489,pathfinder-5000,50000,kg,1,tw,True,7.0,5.0,max-rand,3,2016,-154498.101,-27.53906166614105,0.06427031993865967
5490,pathfinder-5000,50000,kg,1,tw,True,7.0,2.0,max,3,2016,-154498.101,-27.53906166614105,0.07414389610290527
5491,pathfinder-5000,50000,kg,1,tw,True,7.0,10.0,max,3,2016,-154498.101,-27.53906166614105,0.07106078147888184
5492,pathfinder-5000,50000,kg,1,tw,True,7.0,10.0,max-rand,3,2016,-154498.101,-27.53906166614105,0.06700740098953246
5493,pathfinder-5000,50000,kg,1,tw,True,7.0,2.0,max-rand,3,2016,-154498.101,-27.53906166614105,0.04002588033676147
5494,pathfinder-5000,50000,kg,1,tw,True,3.0,5.0,max,3,2835,-153156.362,-27.64485351310651,0.06786411046981812
5495,pathfinder-5000,50000,kg,1,tw,True,3.0,5.0,max-rand,5,22680,-153884.542,-27.36521968782985,0.15087383031845092
5496,pathfinder-5000,50000,kg,1,tw,True,3.0,2.0,max-rand,3,2016,-153975.609,-27.528509808411304,0.07455132007598878
5497,pathfinder-5000,50000,kg,1,tw,True,3.0,2.0,max,3,2835,-153156.362,-27.64485351310651,0.07704211950302124
5498,pathfinder-5000,50000,kg,1,tw,True,3.0,10.0,max,5,23814,-153908.816,-27.61639550529876,0.1713128924369812
5499,pathfinder-5000,500000,kg,1,tw,True,7.0,5.0,max,3,2016,-154498.101,-27.53906166614105,0.06322277784347534
5500,pathfinder-5000,50000,kg,1,tw,True,3.0,10.0,max-rand,5,22680,-153884.542,-27.36521968782985,0.13767223358154296
5501,pathfinder-5000,500000,kg,1,tw,True,7.0,5.0,max-rand,3,2016,-154498.101,-27.53906166614105,0.061110615730285645
5502,pathfinder-5000,500000,kg,1,tw,True,7.0,10.0,max,3,2016,-154498.101,-27.53906166614105,0.07042654991149902
5503,pathfinder-5000,500000,kg,1,tw,True,7.0,2.0,max,3,2016,-154498.101,-27.53906166614105,0.060093672275543214
5504,pathfinder-5000,500000,kg,1,tw,True,7.0,2.0,max-rand,3,2016,-154498.101,-27.53906166614105,0.05389341115951538
5505,pathfinder-5000,500000,kg,1,tw,True,3.0,5.0,max,3,2016,-154498.101,-27.53906166614105,0.03994966983795166
5506,pathfinder-5000,500000,kg,1,tw,True,7.0,10.0,max-rand,3,2016,-154498.101,-27.53906166614105,0.06267841577529908
5507,pathfinder-5000,500000,kg,1,tw,True,3.0,5.0,max-rand,3,2016,-154498.101,-27.53906166614105,0.04452338218688965
5508,pathfinder-5000,500000,kg,1,tw,True,3.0,2.0,max,3,2016,-154498.101,-27.53906166614105,0.06182960510253906
5509,pathfinder-5000,500000,kg,1,tw,True,3.0,10.0,max,3,2016,-154498.101,-27.53906166614105,0.06607284784317016
5510,pathfinder-5000,500000,kg,1,tw,True,3.0,2.0,max-rand,3,2016,-154498.101,-27.53906166614105,0.060820908546447755
5511,pathfinder-5000,500000,kg,1,tw,True,3.0,10.0,max-rand,3,2016,-154498.101,-27.53906166614105,0.06564566373825073
5512,munin-5000,50,kg,1,tw,True,7.0,2.0,max,2,50,-1172173.244,-223.41536691902056,0.9690930008888244
5513,munin-5000,50,kg,1,tw,True,7.0,2.0,max-rand,3,50,-1158336.374,-220.3758071772946,0.9090493750572204
5514,munin-5000,50,kg,1,tw,True,7.0,10.0,max-rand,3,50,-1160043.254,-220.90897523712763,0.8835835409164429
5515,munin-5000,50,kg,1,tw,True,3.0,5.0,max,3,50,-1141414.908,-216.98764449382048,0.8437033295631409
5516,munin-5000,50,kg,1,tw,True,3.0,5.0,max-rand,3,50,-1132530.352,-215.19603772418108,0.945428557395935
5517,munin-5000,50,kg,1,tw,True,3.0,2.0,max,2,50,-1143543.878,-217.4114040487913,0.8152660584449768
5518,munin-5000,500,kg,1,tw,True,7.0,5.0,max-rand,3,324,-1070398.551,-196.98179266263264,0.9439738297462464
5519,munin-5000,500,kg,1,tw,True,7.0,2.0,max,3,441,-1069756.947,-196.85594459695727,1.0006268310546875
5520,munin-5000,500,kg,1,tw,True,7.0,10.0,max,3,486,-1070295.643,-196.85072128274115,0.9512855577468872
5521,munin-5000,500,kg,1,tw,True,7.0,10.0,max-rand,2,324,-1069383.166,-196.8472468978359,0.5670339512825012
5522,munin-5000,500,kg,1,tw,True,3.0,5.0,max-rand,3,500,-1066037.519,-195.88343495072755,0.9226573348045348
5523,munin-5000,500,kg,1,tw,True,3.0,10.0,max,2,405,-1071258.351,-196.95485314442004,0.945533320903778
5524,munin-5000,5000,kg,1,tw,True,7.0,2.0,max,4,1701,-1069435.046,-196.7328615587013,0.9979028797149658
5525,munin-5000,5000,kg,1,tw,True,7.0,2.0,max-rand,3,882,-1070344.684,-196.90753741916132,0.5902885627746582
5526,munin-5000,5000,kg,1,tw,True,7.0,10.0,max,3,1134,-1069666.271,-196.71897758681652,0.9302939844131468
5527,munin-5000,5000,kg,1,tw,True,3.0,5.0,max,3,486,-1070234.641,-196.8675238777353,0.9308100581169128
5528,munin-5000,5000,kg,1,tw,True,3.0,2.0,max,4,1701,-1069435.046,-196.7328615587013,0.941140947341919
5529,munin-5000,5000,kg,1,tw,True,3.0,5.0,max-rand,3,735,-1070258.3,-196.8202301065985,0.7214307236671448
5530,munin-5000,5000,kg,1,tw,True,3.0,10.0,max-rand,3,972,-1070560.976,-196.94478654607437,0.8102219581604004
5531,munin-5000,50000,kg,1,tw,True,7.0,2.0,max-rand,2,190,-1071759.727,-197.10342803357557,0.846387152671814
5532,munin-5000,50000,kg,1,tw,True,7.0,10.0,max,2,1134,-1071315.95,-196.99769053469888,0.530373809337616
5533,munin-5000,50000,kg,1,tw,True,7.0,10.0,max-rand,2,190,-1071759.727,-197.10342803357557,0.9126026248931884
5534,munin-5000,50000,kg,1,tw,True,3.0,5.0,max,4,6804,-1070630.675,-196.91082666678324,0.9844382047653198
5535,munin-5000,50000,kg,1,tw,True,3.0,2.0,max,3,3600,-1071319.056,-197.0158710262634,0.940515983104706
5536,munin-5000,50000,kg,1,tw,True,3.0,2.0,max-rand,6,3087,-1071258.157,-197.15695885887592,0.8786199307441711
5537,munin-5000,500000,kg,1,tw,True,7.0,5.0,max,2,190,-1071760.831,-197.10399268867255,1.0115970802307128
