index,instance,numcons,conseed,blipseed,score,ts
2997,munin4,75,3,3,-1136728.8137,140.2
2998,munin4,75,3,3,-1136355.5115,771.9
2999,munin4,75,3,3,-1134855.1089,2744.0
3000,hailfinder,10,1,3,-297189.6727,0.2
3001,hailfinder,10,1,3,-282906.8721,0.2
3002,hailfinder,10,1,3,-280227.3908,0.2
3003,hailfinder,10,1,3,-280091.2362,1.9
3004,hailfinder,10,1,3,-278396.1738,2.0
3005,hailfinder,10,1,3,-278234.2758,5.9
3006,hailfinder,10,1,3,-278137.2047,6.5
3007,hailfinder,10,1,3,-277636.3931,21.0
3008,munin1,10,1,3,-274290.8114,0.3
3009,munin1,10,1,3,-270535.4464,0.8
3010,munin1,10,1,3,-268543.5873,3.5
3011,munin1,10,1,3,-267757.6122,4.5
3012,munin1,10,1,3,-267103.3212,15.5
3013,munin1,10,1,3,-266932.1731,21.5
3014,munin1,10,1,3,-266097.9019,179.4
3015,munin1,10,1,3,-265897.4526,381.2
3016,munin1,10,1,3,-264036.2801,862.2
3017,munin1,10,1,3,-264034.0412,2481.7
3018,barley,5,2,2,-337306.3253,0.1
3019,barley,5,2,2,-337070.6119,0.1
3020,barley,5,2,2,-336634.2448,0.1
3021,barley,5,2,2,-334834.354,0.2
3022,barley,5,2,2,-332021.9646,0.2
3023,barley,5,2,2,-330423.2131,0.4
3024,barley,5,2,2,-326579.2008,0.8
3025,barley,5,2,2,-325611.8985,1.1
3026,barley,5,2,2,-321396.7625,1.4
3027,barley,5,2,2,-319452.5021,4.1
3028,barley,5,2,2,-318954.7205,12.4
3029,barley,5,2,2,-318116.7705,54.1
3030,barley,5,2,2,-317758.4562,99.3
3031,barley,5,2,2,-317316.706,447.5
3032,barley,5,2,2,-316786.0434,1242.7
3033,barley,5,2,2,-316768.1055,1742.6
3034,barley,5,2,2,-316447.1633,1881.8
3035,barley,5,2,2,-316438.629,2387.9
3036,barley,5,2,2,-316342.8858,3291.7
3037,munin2,25,3,3,-947916.333,2.3
